lat,lon,amenity,leisure,shop
57.5952358,11.8079025,bench,,
57.5952513,11.8077656,bench,,
57.5960525,11.8148826,,picnic_table,
57.595282,11.807905,bench,,
57.6827188,11.9756621,,playground,
57.6798808,11.9279281,,playground,
57.7117417,11.9924994,,,charity
57.6834651,11.9717114,library,,
57.7064122,11.9838625,restaurant,,
57.6944509,11.9314592,recycling,,
57.7076101,11.9444492,motorcycle_parking,,
57.6350169,11.9418829,fast_food,,
57.6281868,11.9284672,restaurant,,
57.6859788,11.9944567,parking_entrance,,
57.6460552,11.8943281,waste_basket,,
57.6460337,11.8943382,waste_basket,,
57.6460635,11.8943709,waste_basket,,
57.6460407,11.8943826,waste_basket,,
57.7707014,12.0013256,,,sports
57.6935865,11.9227064,,,furniture
57.686361,11.993916,freeshop,,
57.6548858,11.9386322,,,bathroom_furnishing
57.7202053,11.9776389,,,craft
57.7190755,11.9701723,,,paint
57.6412536,11.944927,,,clothes
57.7044719,11.9251026,bicycle_parking,,
57.69797,11.981346,,,hairdresser
57.7023828,11.9595559,,escape_game,
57.7218822,11.9686431,,,bathroom_furnishing
57.7210351,11.9628184,,,car
57.6593087,11.9207567,post_box,,
57.7045515,11.9690174,bicycle_rental,,
57.644267,11.9233475,,,charity
57.707522,11.9636774,,,pottery
57.7034477,11.9654966,,,stationery
57.7036413,11.9611065,,,convenience
57.6927123,11.950951,,,charity
57.7043744,11.9627479,restaurant,,
57.703672,11.964727,,,accessories
57.702267,11.974881,fast_food,,
57.70257,11.965178,bar,,
57.702972,11.96597,,,beauty
57.6782579,12.0459112,,picnic_table,
57.6790024,12.0407687,,picnic_table,
57.6826492,12.0367873,,picnic_table,
57.6861467,12.0341951,,picnic_table,
57.6885765,12.0470733,,picnic_table,
57.6890418,12.0481932,,picnic_table,
57.6892752,12.0454886,bench,,
57.6893415,12.0331239,bench,,
57.6896049,12.0336051,bench,,
57.6897459,12.0336865,toilets,,
57.6905523,12.0497465,,picnic_table,
57.6908278,12.0371416,bench,,
57.6918162,12.0382197,bench,,
57.6919921,12.0386417,bench,,
57.6922523,12.0396969,bench,,
57.7032868,12.0393494,,picnic_table,
57.7047658,11.9645391,resturant,,
57.7041917,11.9664543,cafe,,
57.7039383,12.0436683,bench,,
57.7052801,12.0492766,bench,,
57.7055593,12.0585177,bench,,
57.706186,12.0636066,bench,,
57.7062383,12.0632842,,picnic_table,
57.7070523,12.0530991,bench,,
57.707243,12.0535795,bench,,
57.707779,12.054217,bench,,
57.8062777,12.078853,bench,,
57.8084224,12.0770468,bench,,
57.8082859,12.0758653,,picnic_table,
57.698097,11.981461,restaurant,,
57.698029,11.981313,,,clothes
57.697907,11.981461,,,musical_instrument
57.697347,11.980064,bar,,
57.8193848,12.0690864,shelter,,
57.7012408,11.9732236,restaurant,,
57.7012171,11.9731593,nightclub,,
57.704896,11.9653928,community_centre,,
57.706811,11.9712,,,erotic
57.708486,11.96996,post_box,,
57.708912,11.966656,waste_basket,,
57.7040219,11.9641007,thermometer,,
57.6973893,11.9785335,cinema,,
57.8452924,12.1104493,shelter,,
57.6637967,11.9315763,,,vacant
57.6639568,11.931205,,,convenience
57.6637293,11.9311293,fast_food,,
57.664221,11.9312302,,,hairdresser
57.6638613,11.9311743,pub,,
57.6640378,11.9312122,,,massage
57.6605411,11.9291962,recycling,,
57.6607049,11.9265094,recycling,,
57.6637784,11.9314105,post_box,,
57.6994449,11.9534787,,,books
57.6992481,11.9533788,,,interior_decoration
57.6991636,11.9533467,,,bag
57.6990575,11.9532987,,,houseware
57.6990343,11.9530227,,,art
57.699255,11.95313,,,clothes
57.6988379,11.9564239,bicycle_rental,,
57.7004841,11.9529587,bicycle_rental,,
57.6968374,11.9600243,cafe,,
57.6928651,11.9595709,social_facility,,
57.6935321,11.9583827,,,greengrocer
57.6637705,11.8940082,,,boat
57.6909936,11.9547389,cafe,,
57.6898099,11.9734315,bicycle_rental,,
57.7119038,12.0089141,parking_entrance,,
57.6891011,11.974355,,,general
57.7088347,11.9738103,meeting_point,,
57.7331212,11.9306334,bbq,,
57.6282481,11.9204707,,,convenience
57.6270112,11.9179798,bbq,,
57.7070565,11.9292221,recycling,,
57.6828093,12.0127715,parking_entrance,,
57.6845539,12.0094036,,,hairdresser
57.7114302,12.0086068,parking_entrance,,
57.7098345,12.0074104,parking_entrance,,
57.7032623,11.9610448,restaurant,,
57.7253627,11.8485286,restaurant,,
57.7285022,11.8665373,restaurant,,
57.7242132,11.856833,restaurant,,
57.6970552,11.9523976,parking_entrance,,
57.7382187,12.0339083,,pitch,
57.730376,11.8538725,parking_entrance,,
57.7178793,12.0016118,,,massage
57.7173502,12.000814,,,hairdresser
57.7291646,11.9270026,restaurant,,
57.6251016,11.9277575,toilets,,
57.719474,11.948668,restaurant,,
57.7145706,11.9579695,,,boat
57.7048093,11.9260408,,marina,
57.6491401,11.9103988,parking_entrance,,
57.6491423,11.9106939,parking_entrance,,
57.8457219,12.1028643,,firepit,
57.7194404,11.9512569,motorcycle_parking,,
57.724966,11.952311,,,variety_store
57.72505,11.952557,,,fishing
57.6486911,11.9335756,motorcycle_parking,,
57.6822265,11.9448134,motorcycle_parking,,
57.6834646,11.950335,motorcycle_parking,,
57.6869694,11.9140392,motorcycle_parking,,
57.6899005,11.9474245,motorcycle_parking,,
57.691636,11.9501803,motorcycle_parking,,
57.6918889,11.9280303,recycling,,
57.6919522,11.9279593,motorcycle_parking,,
57.6929462,11.9417112,motorcycle_parking,,
57.6942225,11.9189521,motorcycle_parking,,
57.7062286,11.9792409,,,fan
57.8552643,12.1263789,parking,,
57.7006716,11.9465269,bank,,
57.6469291,11.8495186,toilets,,
57.6520198,11.910264,taxi,,
57.698068,11.9442584,,sports_centre,
57.6969819,11.9482008,motorcycle_parking,,
57.6981269,11.9496951,motorcycle_parking,,
57.6986937,11.9433571,motorcycle_parking,,
57.6990703,11.9313623,motorcycle_parking,,
57.6994394,11.9342752,motorcycle_parking,,
57.6994829,11.953589,motorcycle_parking,,
57.6995195,11.9524055,motorcycle_parking,,
57.7016257,11.9578306,motorcycle_parking,,
57.7016325,11.95911,motorcycle_parking,,
57.7026746,11.9655266,motorcycle_parking,,
57.703117,11.9693413,motorcycle_parking,,
57.704324,11.969161,motorcycle_parking,,
57.7043536,11.9572958,motorcycle_parking,,
57.7046871,11.9645546,motorcycle_parking,,
57.7048849,11.9658779,motorcycle_parking,,
57.7060504,11.9698151,motorcycle_parking,,
57.7061646,11.9666014,motorcycle_parking,,
57.707258,11.9657226,motorcycle_parking,,
57.7093982,11.968058,motorcycle_parking,,
57.7102308,11.9616753,motorcycle_parking,,
57.7135208,11.9677546,motorcycle_parking,,
57.6994534,11.9764708,motorcycle_parking,,
57.7004599,11.9701126,motorcycle_parking,,
57.7004853,11.9733286,motorcycle_parking,,
57.7011379,11.9736944,motorcycle_parking,,
57.7011566,11.974031,motorcycle_parking,,
57.7015218,11.9731405,motorcycle_parking,,
57.7017087,11.9838223,motorcycle_parking,,
57.7023574,11.9715024,motorcycle_parking,,
57.7045395,11.9807832,motorcycle_parking,,
57.7076905,11.9861343,motorcycle_parking,,
57.7100033,11.9845813,motorcycle_parking,,
57.6954626,11.9970979,motorcycle_parking,,
57.6962646,11.9782976,motorcycle_parking,,
57.6969369,11.9955435,motorcycle_parking,,
57.697599,11.9916979,motorcycle_parking,,
57.6978252,11.9931763,motorcycle_parking,,
57.6978562,11.9783905,motorcycle_parking,,
57.6984426,11.9868082,motorcycle_parking,,
57.6989102,11.9768901,motorcycle_parking,,
57.6993128,11.9763228,motorcycle_parking,,
57.7120197,11.9901254,motorcycle_parking,,
57.6914731,12.0341391,motorcycle_parking,,
57.693793,11.9680048,motorcycle_parking,,
57.6940575,11.97246,motorcycle_parking,,
57.7005565,11.9572797,motorcycle_parking,,
57.7040946,12.0347192,motorcycle_parking,,
57.7054743,11.991785,motorcycle_parking,,
57.7076895,11.9970321,motorcycle_parking,,
57.7095283,11.994115,motorcycle_parking,,
57.7119036,11.9986213,motorcycle_parking,,
57.7136211,12.00462,motorcycle_parking,,
57.7185827,12.0257347,motorcycle_parking,,
57.6995702,11.9677072,motorcycle_parking,,
57.6922465,11.9523706,motorcycle_parking,,
57.6931704,11.9557294,motorcycle_parking,,
57.6948934,11.9496391,motorcycle_parking,,
57.6950726,11.9517835,motorcycle_parking,,
57.6959931,11.9584615,motorcycle_parking,,
57.6964936,11.9519666,motorcycle_parking,,
57.698302,11.9627541,motorcycle_parking,,
57.6988282,11.966873,motorcycle_parking,,
57.6991283,11.9632315,motorcycle_parking,,
57.5624872,11.9286614,motorcycle_parking,,
57.7280796,11.7520612,motorcycle_parking,,
57.7375647,11.7992753,motorcycle_parking,,
57.7440523,11.7576691,motorcycle_parking,,
57.7440691,11.7576644,waste_basket,,
57.6253052,11.9075985,bench,,
57.6258423,11.9069669,bench,,
57.7038692,11.9689001,restaurant,,
57.7100612,11.9847557,restaurant,,
57.7085878,11.9447194,restaurant,,
57.7213836,11.9446318,bicycle_parking,,
57.7213633,11.944417,motorcycle_parking,,
57.7207823,11.9758502,,marina,
57.7039179,12.0354204,bicycle_parking,,
57.6972559,11.9485413,restaurant,,
57.7100435,11.9850885,,,bicycle
57.6608112,11.9037147,,picnic_table,
57.7114719,11.9881058,restaurant,,
57.7112164,11.9958317,restaurant,,
57.7522249,11.8153369,,firepit,
57.6998149,11.9095246,restaurant,,
57.6929244,11.9472793,,fitness_centre,
57.6925781,11.9492594,,,hairdresser
57.7357329,11.9411649,car_wash,,
57.690601,11.9513542,charging_station,,
57.7569642,12.0435608,toilets,,
57.687139,11.9209874,bench,,
57.6361818,11.8727367,,marina,
57.6365694,11.8711071,,marina,
57.7208828,12.0176215,restaurant,,
57.621261,11.9705195,shelter,,
57.6816832,12.0034067,car_rental,,
57.6884398,11.9646932,,playground,
57.6971077,11.9397066,parking_entrance,,
57.698683,11.9103639,,,convenience
57.7004958,11.9090823,,playground,
57.700976,11.9152624,restaurant,,
57.6961303,11.9078615,cafe,,
57.6997811,11.9081447,,,confectionery
57.7000304,11.9080748,,,hairdresser
57.7004206,11.9144568,post_box,,
57.7009408,11.9156344,,playground,
57.7011829,11.9157709,pharmacy,,
57.6970223,11.9090905,,marina,
57.6868447,11.9223711,cafe,,
57.6990491,11.9096267,,fitness_centre,
57.7044534,11.9632417,bar,,
57.7101014,11.9860558,,,locksmith
57.7102241,11.986271,,,appliance
57.7086843,11.9798676,,,musical_instrument
57.7090189,11.979935,dentist,,
57.7118302,11.9895289,cafe,,
57.7059299,11.9844129,,fitness_centre,
57.7042915,11.9920815,,,bakery
57.7089424,11.9865503,dentist,,
57.7083022,11.9853874,,,electronics
57.707756,11.9820032,,,hairdresser
57.707725,11.9815146,,,beauty
57.707755,11.9750536,,,beauty
57.6966206,11.9808268,restaurant,,
57.6969374,11.9809341,restaurant,,
57.6983259,11.9934116,pharmacy,,
57.6983825,11.9597489,cafe,,
57.7222243,11.9564488,,,lighting
57.6894498,11.9112633,restaurant,,
57.6998299,11.9458523,restaurant,,
57.6825466,11.9912619,,,bicycle
57.7037769,11.9662273,,,clothes
57.7420766,11.9954039,,,doityourself
57.7242386,12.0301894,,stadium,
57.7112355,11.9953616,restaurant,,
57.6992713,11.9440256,restaurant,,
57.7049714,11.9648916,cafe,,
57.8015229,12.0715794,waste_basket,,
57.8015639,12.0726178,waste_basket,,
57.6316607,11.6086096,,,kiosk
57.7192984,12.0184681,recycling,,
57.7177312,12.019314,,,houseware
57.7503988,11.9846673,restaurant,,
57.7184566,12.0167828,,,funeral_directors
57.7185719,12.01698,,,hairdresser
57.720917,11.9467094,,,convenience
57.7178209,11.9473125,cafe,,
57.7499516,11.9848086,,fitness_station,
57.706797,11.9387719,library,,
57.5938723,11.905204,toilets,,
57.5933839,11.9026365,,firepit,
57.5920672,11.9031663,toilets,,
57.5915687,11.9039933,,firepit,
57.5938052,11.9124992,toilets,,
57.7194107,12.0181996,post_office,,
57.704501,11.971581,,,clothes
57.7266059,11.9497454,,,charity
57.6629436,11.8926268,,,boat
57.7045934,12.0070442,bank,,
57.7048354,12.0068944,parking_entrance,,
57.7155485,12.0011558,,fitness_centre,
57.706165,11.9576829,,,kiosk
57.6989589,11.9757218,restaurant,,
57.6973709,11.9661824,,,bakery
57.6991362,11.9691443,cafe,,
57.6895945,11.944359,,fitness_station,
57.6961537,11.9600129,restaurant,,
57.6983949,11.9574006,,,leather
57.7002009,11.9565603,,,hairdresser
57.6955317,11.9886552,fast_food,,
57.7285698,12.0124565,,dance,
57.7017896,11.9644333,library,,
57.7380835,12.0292428,,,convenience
57.7225951,12.023048,post_box,,
57.6828584,12.0040378,parking_entrance,,
57.7348069,12.0294763,restaurant,,
57.7336809,12.0269834,restaurant,,
57.7038924,11.9766758,waste_basket,,
57.7058467,11.9688135,,,cosmetics
57.7034564,11.9653683,,,clothes
57.7033114,11.9655804,,,hairdresser
57.7033997,11.965526,,,gift
57.7033538,11.9655524,,,interior_decoration
57.7100175,11.9725046,fast_food,,
57.7090221,11.9694009,,,shoes
57.7090865,11.9698548,,,video_games
57.7165199,12.0278102,,,bakery
57.6507697,11.9130069,,,shoes
57.6508668,11.9131217,,,shoes
57.6508205,11.9123794,,,photo
57.6511396,11.9117304,,,clothes
57.6507885,11.9108658,restaurant,,
57.6510862,11.9124876,,,clothes
57.6512078,11.912843,,,clothes
57.6509144,11.911964,,,gift
57.6515306,11.9120398,,,clothes
57.6514812,11.9110231,,,clothes
57.6510867,11.9129569,,,clothes
57.6507906,11.9107899,restaurant,,
57.6508734,11.9107892,,,hifi
57.6507606,11.9134149,,,clothes
57.6511971,11.911251,,,sewing
57.6510058,11.9112081,,,optician
57.6514684,11.9120122,,,clothes
57.6513746,11.9110138,,,clothes
57.6512045,11.9132664,,,clothes
57.6512062,11.9133299,,,clothes
57.6510894,11.9134155,,,cosmetics
57.6507277,11.911279,pharmacy,,
57.6510789,11.9122896,,,cosmetics
57.6512113,11.9124432,,,clothes
57.6512091,11.9129794,,,clothes
57.6507651,11.9131473,,,gift
57.6508281,11.9116174,,,florist
57.6513039,11.911733,,,clothes
57.6508963,11.9111673,,,clothes
57.6512147,11.9122934,,,jewelry
57.6509352,11.9128823,toilets,,
57.6512046,11.9134066,,,gift
57.6510423,11.9117328,,,sports
57.6507657,11.9132832,,,gift
57.6507734,11.9128577,,,shoes
57.6508958,11.9126009,,,books
57.650898,11.9124388,,,mobile_phone
57.650905,11.9122769,,,kiosk
57.6507851,11.9109366,,,houseware
57.6508685,11.9109334,atm,,
57.651207,11.9131068,,,clothes
57.6510861,11.9130614,,,clothes
57.6508643,11.9133214,,,department_store
57.650644,11.9113299,,,clothes
57.6513415,11.9119947,,,convenience
57.6510815,11.9133571,,,clothes
57.6508082,11.9127146,bar,,
57.6508974,11.9128294,,,clothes
57.6508964,11.9127214,,,houseware
57.6506746,11.9110647,bank,,
57.6508115,11.9126004,,,sports
57.6512106,11.9127128,,,bag
57.6510899,11.9128295,,,mobile_phone
57.651112,11.91348,,,clothes
57.6509096,11.9121183,,,electronics
57.6508191,11.9121412,,,gift
57.651104,11.9112451,,,gift
57.6508674,11.9109845,bar,,
57.6508705,11.9108656,restaurant,,
57.6512092,11.9125802,,,shoes
57.6512047,11.9131942,,,clothes
57.6508202,11.9119647,,,gift
57.6514151,11.9117387,,,clothes
57.6507053,11.9115052,bar,,
57.6512874,11.9110066,,,mobile_phone
57.6512164,11.9117371,,,clothes
57.6510865,11.9131476,,,optician
57.7449653,12.0355821,,playground,
57.8399118,12.1684984,shelter,,
57.6523288,11.9123648,,,doityourself
57.7032431,11.9621272,,,clothes
57.6708121,11.9269365,,fitness_centre,
57.6708067,11.9279522,,,funeral_directors
57.6712355,11.9285316,,,lottery
57.6710663,11.928258,dentist,,
57.6705906,11.9279073,,,shoe_repair
57.6704925,11.9279951,,,hairdresser
57.6703878,11.9281104,,,hairdresser
57.6715368,11.9273246,,,beauty
57.6711896,11.9283304,atm,,
57.7036416,11.9643467,,,houseware
57.6593515,11.9208056,fast_food,,
57.698427,11.9583428,,,antiques
57.6980597,11.9517495,,,lighting
57.7713327,11.8524968,,,military_surplus
57.6962439,11.9584638,school,,
57.6983433,11.958487,,,toys
57.7458571,12.0347304,,,car_repair
57.7457619,12.0346729,car_wash,,
57.7456179,12.034586,restaurant,,
57.6973516,11.9494402,,,computer
57.6961441,11.9506377,,,hairdresser
57.6965993,11.9504953,,,interior_decoration
57.6961845,11.950232,fast_food,,
57.6678741,11.9311339,fast_food,,
57.7027895,11.9576674,pub,,
57.7180128,12.0047629,,,tailor
57.7176583,12.0046315,cafe,,
57.7175765,12.0046086,cafe,,
57.7178568,12.0047175,,,hairdresser
57.6961855,11.9500984,restaurant,,
57.7117069,12.0074854,cafe,,
57.6603115,11.8878757,car_wash,,
57.6916143,11.9777606,,fitness_centre,
57.712924,12.009342,,,beauty
57.7129713,12.0087076,,,model
57.7131615,12.0086119,,,hairdresser
57.7173905,11.9496632,,playground,
57.716508,11.9486038,,playground,
57.7169823,12.0435609,,playground,
57.7159578,11.9103405,waste_basket,,
57.7160248,11.9103358,waste_basket,,
57.7171431,12.0407189,restaurant,,
57.7172813,12.0400165,,,car_repair
57.7426193,12.008625,restaurant,,
57.7552214,11.9267982,clinic,,
57.7553539,11.9275919,,,lottery
57.7555529,11.9267781,library,,
57.7551153,11.9268002,dentist,,
57.6960313,11.9330855,,,deli
57.7128391,11.9681074,parking_entrance,,
57.602108,11.7772507,bench,,
57.609539,11.7725956,,picnic_table,
57.6100323,11.7788275,bench,,
57.6089881,11.7818229,bench,,
57.6181502,11.7932342,toilets,,
57.669874,11.9347529,,fitness_station,
57.6773523,11.9281326,,,confectionery
57.6733216,11.9233159,driving_school,,
57.7425772,12.0705673,parking,,
57.6934119,11.944655,,playground,
57.8047664,12.0684275,bench,,
57.8040586,12.0687894,bench,,
57.8048741,12.0751169,bicycle_parking,,
57.8091251,12.073042,bench,,
57.8023114,12.0662558,bench,,
57.8019253,12.0653972,bench,,
57.7987208,12.0693091,waste_basket,,
57.7991,12.0717339,bench,,
57.8024739,12.0741463,bench,,
57.8048543,12.0683879,bicycle_parking,,
57.8039822,12.0736997,bench,,
57.8047123,12.0739155,bicycle_parking,,
57.7945662,12.0563507,bench,,
57.7949746,12.0576275,bench,,
57.6886383,11.9670463,bicycle_parking,,
57.8018726,12.0648474,bench,,
57.8018394,12.0648817,bench,,
57.8023778,12.0635578,bench,,
57.7905893,12.048058,bench,,
57.8040283,12.0688098,bench,,
57.8018941,12.0648333,bicycle_parking,,
57.8018343,12.0648982,bicycle_parking,,
57.8015055,12.0651506,bicycle_parking,,
57.8015432,12.065124,bicycle_parking,,
57.8007068,12.0647294,waste_basket,,
57.8032331,12.0660706,bench,,
57.8033402,12.0659928,waste_basket,,
57.8009018,12.0674439,waste_basket,,
57.8002588,12.0684356,bench,,
57.7989568,12.0608028,waste_disposal,,
57.7992369,12.0617496,vending_machine,,
57.7992426,12.0617201,waste_basket,,
57.7995685,12.062919,waste_basket,,
57.798598,12.0564978,vending_machine,,
57.7985737,12.05664,waste_basket,,
57.7984765,12.056412,waste_basket,,
57.7983379,12.0571818,waste_basket,,
57.7975846,12.0544191,bench,,
57.7978447,12.0544701,waste_basket,,
57.7982964,12.0547571,waste_basket,,
57.7967813,12.0538585,waste_basket,,
57.7969342,12.0532041,waste_basket,,
57.7951167,12.0542441,bicycle_parking,,
57.795234,12.0539034,bicycle_parking,,
57.7956828,12.0539517,waste_basket,,
57.7957414,12.0544452,waste_basket,,
57.7959148,12.0555066,,picnic_table,
57.795957,12.0554793,,picnic_table,
57.7959378,12.0555718,waste_basket,,
57.7962134,12.0507558,waste_basket,,
57.7963141,12.0524702,bench,,
57.796245,12.0527874,bench,,
57.7961837,12.0530999,bench,,
57.7951682,12.0504634,bicycle_parking,,
57.7961137,12.0516845,restaurant,,
57.79662,12.0499667,bicycle_parking,,
57.8041962,12.0714413,waste_basket,,
57.6085034,11.7891923,,picnic_table,
57.6084136,11.7894673,bench,,
57.6649846,11.9204143,restaurant,,
57.6738437,11.9050958,bench,,
57.7149522,12.0002624,,,electronics
57.7151719,12.0021401,,,spices
57.7151297,12.0019765,,,funeral_directors
57.7998279,12.0558554,waste_disposal,,
57.7999128,12.0559403,waste_basket,,
57.7945633,12.0519375,studio,,
57.7945953,12.0516296,waste_basket,,
57.7949568,12.0542556,culture_center,,
57.7953983,12.0512007,bicycle_parking,,
57.7953768,12.0508681,waste_basket,,
57.7950693,12.054699,bench,,
57.7941525,12.0536873,bicycle_parking,,
57.8026527,12.0679745,bench,,
57.8004862,12.063298,post_box,,
57.7993598,12.061988,recycling,,
57.6913036,11.9557439,bicycle_parking,,
57.6910248,11.9557498,bicycle_parking,,
57.69113,11.9554646,waste_basket,,
57.6880435,11.9659121,bench,,
57.6880653,11.9658254,bench,,
57.688286,11.9654428,vending_machine,,
57.6880908,11.966397,bicycle_parking,,
57.688346,11.9665618,parking_entrance,,
57.8087738,12.0692624,bench,,
57.8087424,12.0692725,bench,,
57.6912957,11.9561452,waste_basket,,
57.6912093,11.9562055,waste_basket,,
57.6911744,11.9554937,waste_basket,,
57.6910973,11.9554286,waste_basket,,
57.6911195,11.9559612,waste_basket,,
57.6912479,11.9560471,parking_entrance,,
57.6911441,11.9559751,bicycle_parking,,
57.6915175,11.9545244,bicycle_parking,,
57.6913933,11.9547909,bench,,
57.6912945,11.9551594,bench,,
57.6914307,11.9553257,bench,,
57.6913928,11.9554602,bench,,
57.6912528,11.9553081,bench,,
57.6913222,11.9547619,bench,,
57.6912841,11.9548927,bench,,
57.6912429,11.9550235,bench,,
57.6912787,11.9549089,waste_basket,,
57.690085,11.9545965,vending_machine,,
57.7193168,11.7748191,dentist,,
57.7163803,12.0041346,fast_food,,
57.716255,12.0040588,,,locksmith
57.7160974,12.0039679,,,clothes
57.7072118,11.9393227,,,kiosk
57.7071616,11.9390518,,,hairdresser
57.7070355,11.9396392,cafe,,
57.7274982,11.9595529,,,hardware
57.6738688,11.9050909,bench,,
57.6996563,11.9364027,restaurant,,
57.7557166,11.9412199,,,paint
57.6848738,11.8840069,,,craft
57.7970601,11.9102689,,,farm
57.7598409,11.8212527,,,farm
57.7202113,11.9728226,,,boat
57.8048161,12.0755001,waste_basket,,
57.7982465,12.0529238,parking_entrance,,
57.8312409,12.0636163,shelter,,
57.6989849,11.9604628,community_centre,,
57.7060874,11.9565197,ferry_terminal,,
57.7224645,11.7671624,bicycle_parking,,
57.7226023,11.7674796,bench,,
57.7224759,11.7674863,bench,,
57.7225347,11.7674658,waste_basket,,
57.8041957,12.0694886,vending_machine,,
57.6597533,11.9381448,,,car
57.6597458,11.9391718,,,stationery
57.6590617,11.9384478,,,hardware
57.6882493,11.9659184,waste_basket,,
57.7950578,12.0547479,bench,,
57.7950827,12.0546242,bench,,
57.7950628,12.0545985,bench,,
57.7959129,12.0521179,waste_basket,,
57.7978824,12.0534456,parking_entrance,,
57.7991517,12.0559804,parking_entrance,,
57.7988682,12.0562001,parking_entrance,,
57.79877,12.0560452,parking_entrance,,
57.798838,12.0546123,bench,,
57.7988293,12.054673,bench,,
57.7057064,11.9569455,bicycle_parking,,
57.7056828,11.9567999,bicycle_rental,,
57.7069543,11.9750666,,playground,
57.7954892,12.0498332,,fitness_centre,
57.7955913,12.0497818,,,cosmetics
57.7957481,12.0499033,,,hairdresser
57.7970833,12.0511922,,,pawnbroker
57.7960902,12.0478566,parking_entrance,,
57.6674421,11.938782,,,hifi
57.6667128,11.9399952,veterinary,,
57.6668448,11.9387507,,,storage_rental
57.6683,11.9331229,,,hairdresser
57.6699248,11.9288509,social_facility,,
57.6697871,11.9292532,clinic,,
57.6549848,11.9379618,,,charity
57.6589765,11.9411235,fast_food,,
57.6852574,11.9781576,restaurant,,
57.7090962,11.9721591,car_rental,,
57.6406552,11.9467813,restaurant,,
57.7215756,12.0403947,restaurant,,
57.6807902,11.9063845,,,stationery
57.7628834,12.0605024,recycling,,
57.6949962,11.9733798,,,confectionery
57.6998024,11.9391825,restaurant,,
57.7335355,12.0159571,,,bicycle
57.698017,11.9770083,restaurant,,
57.6975177,11.9774189,restaurant,,
57.6969109,11.9762513,restaurant,,
57.7035465,12.0373623,,picnic_table,
57.7038289,12.0363258,,fitness_station,
57.7159675,12.0314133,,,hairdresser
57.7169689,12.0285796,,picnic_table,
57.7171025,12.0323528,,,butcher
57.7164854,12.0294191,,,craft
57.6678876,11.848422,vending_machine,,
57.6681025,11.8491609,recycling,,
57.6683018,11.8528546,post_box,,
57.719122,12.0262621,,,bakery
57.7191993,12.0259134,,,optician
57.706678,11.9769859,bench,,
57.7487538,11.9114885,,firepit,
57.7474768,11.9128844,,playground,
57.7488513,11.9105072,,fitness_station,
57.7465414,11.9136348,bench,,
57.6988758,11.9921749,parking_entrance,,
57.6833247,11.9712072,community_centre,dance,
57.609998,11.7904788,,picnic_table,
57.7208946,11.9478622,parking,,
57.7094878,11.9636058,,fitness_centre,
57.6460336,11.9150209,school,,
57.6229512,11.8281756,,picnic_table,
57.625372,11.8275373,restaurant,,
57.7423932,11.9541291,,sports_centre,
57.8039583,12.0314261,dentist,,
57.724094,11.945213,restaurant,,
57.723918,11.944515,,adult_amusement_arcade,
57.723972,11.945673,restaurant,,
57.7136275,12.0007578,,,bicycle
57.7171039,12.0302338,,,bicycle
57.717338,12.0278576,,,hairdresser
57.7169882,12.0257927,,,hairdresser
57.7171071,12.0258102,driving_school,,
57.717153,12.0260543,,,pet
57.7173621,12.0258343,,,massage
57.687559,11.9825717,,,mobile_phone
57.7165477,12.0261079,,,convenience
57.7165026,12.025727,restaurant,,
57.7158336,12.0255768,restaurant,,
57.7059652,11.968116,,,optician
57.7171394,12.0276837,pub,,
57.716133,12.0265947,restaurant,,
57.6721589,11.8800871,bank,,
57.6688232,11.8533227,,,florist
57.6849545,11.9259473,,,convenience
57.6863977,11.9206636,,,books
57.6875118,11.9205899,,,seafood
57.6861975,11.9193958,cafe,,
57.6408025,11.9581536,,,variety_store
57.6400627,11.952945,,,sports
57.7085475,11.7695119,bench,,
57.6706751,11.8499726,,marina,
57.7240301,11.9335918,parking_entrance,,
57.7959322,12.0579936,bench,,
57.7958735,12.0570879,bench,,
57.7958598,12.0571299,bench,,
57.7964329,12.0557807,waste_basket,,
57.7319757,12.024252,,,confectionery
57.7174354,12.0010165,,,pet
57.7097175,11.7796514,,,kiosk
57.709839,11.7793608,toilets,,
57.6745277,11.8840367,veterinary,,
57.6743814,11.8806142,,,craft
57.698469,11.9519501,,,optician
57.7912636,12.0555307,,picnic_table,
57.7945609,12.0566271,bench,,
57.7953575,12.057548,bench,,
57.7961624,12.0554034,bench,,
57.7961244,12.0535032,bench,,
57.6999808,11.9511505,restaurant,,
57.7343163,11.8880173,parking_entrance,,
57.7991034,12.0612851,parking_entrance,,
57.8092184,12.0686384,bench,,
57.8073822,12.0702289,bench,,
57.8073808,12.0701994,waste_basket,,
57.8073765,12.0701672,bench,,
57.8046427,12.0798869,bench,,
57.8009997,12.0732989,bench,,
57.6923671,11.9225054,recycling,,
57.7001896,11.9566252,restaurant,,
57.6799825,11.8998169,,,florist
57.7870816,12.161974,shelter,,
57.803448,12.0667361,bench,,
57.8034737,12.066755,recycling,,
57.8033966,12.066817,waste_basket,,
57.6922969,11.9779161,,,deli
57.6891437,11.9811568,,,beauty
57.6891054,11.9811859,,,hairdresser
57.7949405,12.0543787,waste_basket,,
57.7640767,12.0468077,waste_disposal,,
57.781614,11.8136206,,marina,
57.7800867,11.8114293,,marina,
57.6977436,11.9349379,parking,,
57.6987393,11.9819597,restaurant,,
57.6986559,11.994796,bicycle_parking,,
57.6981831,11.9328016,restaurant,,
